gene,I0774,I0785,I0861,I0803,I0885,I0740,I0846,I0851,I0761,I0787,I0838,I0734,I0745,I0769,I0847,I0848,I0883,I0766,I0828,I0884,I0843,I0863,I0875
HHLA3,6.5231848,6.713717813,6.439475567,6.655685866,6.622020754,6.827373061,6.388705515,6.682225915,6.45738719,6.226230076,6.612570065,6.563342496,6.532950429,6.849527467,6.469107817,6.90354108,6.356211047,7.355618652,6.777670697,6.510803483,6.421869927,6.877764011,6.594728268
CDC42SE1,12.56899611,12.78408963,12.53391622,12.71671687,12.57962509,13.86417703,13.81271772,13.6695508,12.52060362,12.64319955,12.68204741,12.63638549,12.60655777,12.53501706,12.63565411,12.53986698,12.54090228,12.33468246,12.72146687,12.46133414,12.60607706,12.54536123,12.55507575
S100A10,10.78761113,10.77982328,10.75420784,10.88193101,10.9171431,11.97720759,11.48719737,11.84715647,10.71773599,10.79019592,10.74092927,10.80834697,10.77072337,10.9029888,10.80696879,10.832123,10.60049124,11.8636682,10.8637226,10.67616905,10.73061302,10.92641807,10.93399002
TAF13,9.600524977,9.763055049,9.302987582,9.734071745,8.942058951,7.566707397,7.455724076,7.679864451,9.131318498,8.946539967,9.577003457,9.797480696,9.623320222,9.128357517,8.744594431,9.218310962,8.77090876,8.656712805,9.606144824,9.369468859,9.070550495,9.139406425,9.897737372
ATAD3A,11.64260297,11.54495027,11.57369445,11.64584194,12.01470805,9.017034155,8.907219233,8.790706749,11.6850311,12.13819128,11.77550684,11.56672819,11.6158797,11.89005282,12.01769786,11.75715712,11.90096725,10.96518975,11.67191858,11.55054877,12.02649799,11.88088667,11.74076326
INKA2,6.333989597,6.534180685,6.458658614,6.325479508,6.46403378,7.409878778,7.258299534,7.372996568,6.497474365,6.226230076,6.146865276,6.055335948,6.23742366,6.366000525,6.38584227,6.681494315,6.580945096,7.744882729,6.297624263,6.378347809,6.091729404,6.173778524,6.224442498
S100A6,11.28258339,12.06340985,11.41026431,11.7911855,11.20472105,12.72849388,11.92041389,12.55255146,11.0253862,11.24198101,11.72883967,11.76486563,11.93177886,11.36538302,11.29672641,11.23104366,11.15680287,12.7970681,11.73365783,10.88847968,10.93728452,11.14255936,12.13328195
DNM3,6.022802401,5.824077344,6.066985041,6.350006522,6.355716394,7.165457411,7.143463479,7.085138321,6.470873722,6.08887868,5.97176064,6.339182615,6.317171271,6.205324727,6.049513419,6.360172125,5.869089241,6.710845906,6.107663127,6.774450419,6.119986798,6.082414298,6.040504883
MPZL1,9.765274887,9.808553323,9.553270687,9.867477914,9.67282943,9.155803107,9.049558376,8.638076293,9.436386733,9.72864911,9.865663119,9.797480696,9.811780903,9.444601325,9.705801395,9.39948329,9.608583334,10.65032873,9.890561864,9.520775027,9.814657815,9.494286196,9.696295364
C1orf122,9.454393954,9.655845752,9.67513345,9.539868608,9.890336052,8.931006558,8.403295316,8.824001905,9.861924402,9.888964842,9.73769362,9.546580353,9.615455027,10.10654064,9.892715529,9.851055058,9.673454209,9.857129224,9.571600853,9.586583273,9.750582029,9.966242517,9.887170162
SNHG12,11.53637488,10.96791006,11.11770356,11.02873979,11.68161938,10.39440441,10.19741061,9.979364409,11.00293333,11.67222615,10.95421784,10.98886439,10.86384867,11.20581235,11.71863514,11.16533294,11.63515076,11.42953058,11.26174387,11.2598563,11.6349902,11.12334858,10.67961043
MIER1,13.38659889,13.12828094,13.24312243,12.27744047,11.63023441,10.7689145,11.04589494,11.08866008,11.83987119,11.41838615,12.10484172,12.44674351,12.15392359,11.74656666,11.46464573,11.87248285,11.59964153,10.8531238,12.24278709,12.03482951,11.8346894,11.79850379,12.63889911
MAN1A2,11.09745615,11.13480517,10.93715205,11.53187662,11.06120398,11.60324306,11.61212164,12.10150564,11.32596673,11.08125698,11.3663504,11.60189636,11.64964695,11.3137642,11.01264281,11.22762276,11.05560355,11.03787269,11.35823308,11.26321406,11.15006636,11.1993826,11.51719533
SZT2,11.45738113,11.27344548,11.49632434,11.07729103,11.67881217,11.84204383,12.20533302,11.74351775,11.42325976,11.67789215,11.08308539,10.93284066,11.09823903,11.36485473,11.50219647,11.28074689,11.67834246,11.34048624,11.23294723,11.49565265,11.76370197,11.30356844,10.81239958
NTRK1,8.068771303,8.200186713,7.836204466,8.805247653,9.114842417,6.668295791,6.606679518,6.375919873,8.196640118,8.862400816,8.618455134,8.185180602,8.143145986,7.946530895,8.833697083,8.021069614,8.757161033,8.075991205,8.916950361,8.679576811,8.705967917,7.968707757,7.863572453
YTHDF2,12.11063023,12.27029535,12.08037644,12.15880695,12.01737714,11.25938575,11.18667472,11.22950199,12.08649174,11.95487958,12.12037918,12.14192414,12.0688848,12.03091053,11.94320415,12.07755163,11.96066665,11.62839888,12.10592053,11.95983173,11.91802293,12.13860253,12.14568428
ARMH1,9.297767937,9.211811047,9.221103813,9.302886827,9.560194643,9.420944113,9.261725906,8.991612307,9.205799737,9.622040337,9.649920882,9.506649949,9.391214475,9.478204839,9.559111006,9.365023354,9.488915667,8.602971962,9.79450465,9.597265279,9.652426352,9.483165927,9.316668046
MDM4,12.0583495,11.66694545,11.90180015,11.54056025,11.81083227,12.19992693,12.5913148,12.30533718,11.55097594,11.70915186,11.55808916,11.61055606,11.53931042,11.5237951,11.70849715,11.58818978,11.89888192,11.09434483,11.71878052,12.00746057,11.93054181,11.5773953,11.29310359
IPO9,11.92404181,11.66912355,11.82349845,11.60120249,11.94819007,11.29985865,11.65336539,11.33489333,11.80035611,11.89518611,11.56795821,11.57921501,11.59536664,11.77069665,11.89743456,11.78348998,11.92831701,11.48953194,11.59479915,11.76752925,11.9439413,11.79401106,11.45773418
SSBP3-AS1,6.318354339,5.905158525,6.232157004,5.89654231,6.213993299,6.707334305,7.061491478,6.725155665,6.284875198,6.255054868,5.795987276,6.036764365,6.000317587,5.842184105,6.049513419,5.806383995,6.147235063,6.415903292,6.224612987,6.49260964,6.398990137,6.105803472,5.92718112
GLMP,7.351209056,7.862293913,7.451902349,8.016577112,7.737663762,9.66604982,9.21034874,8.98867895,7.885298485,7.441505553,7.975767143,7.594264661,7.871016164,7.582171833,7.741766629,7.881763029,7.678259915,11.89265332,7.851939016,7.730131175,7.862830767,7.821079207,7.900069942
F5,14.17143308,13.50399327,13.80322661,13.45376257,14.13137486,10.27604798,10.12862972,10.06818922,13.67856031,14.19040697,13.39239617,13.26854808,13.31206467,13.69578311,14.03028674,13.67282704,14.08693683,12.96223697,13.34158241,13.56349156,14.31994933,13.68497523,13.09309504
GPATCH3,9.069306641,9.119257774,9.143211507,8.895493641,9.179821284,9.114648433,9.02543856,8.943947476,9.055022046,9.235804938,8.883283298,8.995817912,8.834058187,9.12086806,9.114735598,9.094571484,9.181007345,9.23553403,8.984847181,8.919783313,9.20193496,9.063791631,8.992591734
COLGALT2,7.280347718,6.691031666,7.858041094,6.635874237,7.462712625,8.193807261,8.348181189,8.335047776,8.411200369,7.714845694,6.599241482,6.876986864,6.47617615,8.580745375,7.485954272,8.301753629,7.687953882,7.136711474,6.657993057,8.305235549,7.514654725,8.372247459,6.51852701
RCSD1,10.6869481,10.98141146,10.61152341,10.33346626,10.20481897,12.18336464,12.02481387,12.47161223,10.29619594,10.40522626,10.52355265,10.57406457,10.63531748,10.41184259,10.46294759,10.3205651,10.35640587,11.1184851,10.52954283,10.11409593,10.17768151,10.26524922,10.55830288
MTOR,12.35051322,12.29165779,12.13729179,12.29649503,12.53002123,11.68436011,11.90727462,11.70248199,12.28778733,12.54995499,12.33384065,12.24916551,12.34440158,12.21539938,12.50487408,12.1674235,12.53352845,12.11681561,12.3022116,12.1988139,12.56201999,12.20745239,12.12784226
LRIG2,9.827349788,9.579159619,9.879339379,9.561033711,9.710701971,10.00843429,10.42547442,10.24084055,9.632149453,9.630315054,9.41528632,9.531735663,9.427603328,9.656271326,9.587339002,9.379892799,9.73786837,9.333659809,9.7626225,9.967009364,9.71397246,9.609221133,9.187283179
FOXJ3,12.16873202,11.9984913,12.05735966,11.99690324,11.91374447,11.57449815,11.880258,11.77790688,11.93508085,11.97234352,11.93354327,11.96106878,11.94674398,11.90611786,11.93086484,11.96043138,11.9334197,11.23623588,11.89932569,12.06361595,12.04365627,11.87664367,11.74118245
CD247,11.36717671,11.75809658,11.4121106,11.66062428,11.56362179,12.93326688,12.85997363,13.09225647,11.56086294,11.57983125,11.7126845,11.72300585,11.81444358,11.62123454,11.80430397,11.62349941,11.66552018,10.51684125,11.70164793,11.4789991,11.42524567,11.49951424,11.78899935
HMGN2,11.88907772,12.04228,11.99097009,12.19395121,12.09734026,12.28766866,11.8644818,12.08030587,12.21276458,12.19019147,12.19066104,12.19392425,12.19408429,12.24555695,12.20697228,12.2068732,12.10332637,11.97064522,12.08962974,12.09108364,12.02696442,12.26604629,12.11042592
DENND4B,12.55655502,12.3161873,12.45700776,12.19055994,12.64839208,12.28585631,12.5333416,11.99371087,12.3355656,12.68947113,12.27664074,12.08572267,12.04126362,12.40667421,12.60549208,12.36718609,12.631286,12.48893582,12.28604227,12.32724111,12.61943816,12.33323154,12.05755204
KTI12,9.603753313,9.627750635,9.571007883,9.274337818,9.586794402,8.471185693,8.456381212,8.283319955,9.556684867,9.536573068,9.353120014,9.264776962,9.296012156,9.645872125,9.483524658,9.55388018,9.545997753,8.815762117,9.25612345,9.430475176,9.211815221,9.621444304,9.474244123
TSEN15,11.8011139,11.38807125,11.88106512,11.36590919,11.35998929,9.667287835,9.917688722,10.22846027,11.65211206,11.23837664,11.37907983,11.38824088,11.42546534,11.65230481,11.41956435,11.77414047,11.36902185,10.476318,11.31986061,11.92845205,11.47805287,11.64481413,11.53712719
PRMT6,9.40158014,9.348555871,9.362761272,9.157610794,9.347582426,8.580361312,8.460384965,8.897784581,9.550346625,9.418905361,9.384537988,9.331058384,9.249338849,9.550603203,9.235592536,9.607506183,9.204835847,9.139710828,9.368417105,9.507245335,9.307065595,9.485396849,9.484295213
C1orf174,10.33731575,10.38329783,10.24242099,10.26900885,10.35023063,10.04127187,9.947946018,9.729955816,10.38791548,10.38499293,10.35437048,10.31266836,10.22751539,10.43719118,10.39403809,10.33970519,10.3210222,9.891157432,10.32317271,10.38952462,10.34114028,10.42719171,10.20418577
SMG5,12.79604787,12.67452051,12.85941752,12.32229078,12.73255719,11.73925137,11.66425425,11.44813341,12.60959772,12.76782007,12.38255123,12.23115595,12.29457946,12.66622297,12.6126628,12.5876162,12.63504929,12.01279144,12.32885491,12.47558871,12.72726867,12.67097717,12.28904296
TATDN3,8.595296935,8.405733036,8.477018143,8.538057091,8.375938506,8.510343887,8.65111171,8.671385762,8.718736073,8.517519567,8.338635031,8.57450199,8.577592096,8.613135157,8.375232802,8.57589337,8.586271222,8.934738499,8.404099041,8.613763184,8.548546118,8.827488825,8.629364765
MIR29B2CHG,8.903686989,8.597860578,8.536907471,8.169100333,8.528426387,9.776867392,10.29479889,9.284937247,7.802383682,8.626323769,8.001325742,8.111664034,8.157661244,7.957784769,8.469244637,7.902506624,8.647169684,8.328652685,8.237814161,8.139731229,8.484783258,7.896780975,7.707583055
CR1,6.409720939,7.467736192,6.186862567,7.59211428,7.199941882,9.502278026,8.622811276,9.434709046,6.387996045,7.080014787,7.634029099,7.594264661,7.376878401,6.242608688,7.393060854,6.121531863,7.364393656,10.82332514,7.176489097,6.474183426,7.098041359,6.128819513,6.876968967
MSTO2P,9.291775596,8.783557181,8.796397805,8.585307575,9.321902162,8.647137335,8.874586792,8.471574996,8.637349439,9.269748,8.571451084,8.691913929,8.536531323,8.696112879,9.450609468,8.711380082,9.167212244,8.401291709,8.830402289,8.929960011,9.373124236,8.586916497,8.296693942
ADAMTSL4-AS1,7.931627993,7.275271433,7.332196543,6.805086028,7.161849154,6.668295791,6.97457992,6.099627119,6.430029915,7.06381393,6.544660569,6.722874071,6.417075841,6.463965742,6.761095538,6.599174606,7.197977852,6.748458183,6.968630971,6.997280736,7.503972471,6.379688533,6.652917913
ATP1A1-AS1,6.30254778,6.141028854,6.360086217,6.325479508,6.286594366,6.818485696,6.690876952,6.667627356,6.373708133,6.651769022,6.269733811,6.162008779,6.078682202,6.314404914,6.227456265,6.475416151,6.306735777,6.024454353,6.002397511,5.941996799,6.091729404,6.472578404,5.950569165
EFCAB7,8.123777763,7.993234382,7.955790472,8.091220698,7.96113364,7.792257617,8.173839244,8.335047776,7.963705886,7.760794908,7.704187979,7.94737446,8.0094923,7.816572771,7.664379787,8.001973469,7.628788272,7.322749704,7.875978998,8.235835042,7.879456099,7.987717392,8.167917377
INPP5B,9.82873,9.689139476,9.848765281,9.510250109,9.810512395,10.18908359,10.76514485,10.46528775,9.904787188,9.665633662,9.539114461,9.554761877,9.545431679,9.702161813,9.935433614,9.79853164,9.867219897,9.579553159,9.575276257,9.958749277,9.983728826,9.830683463,9.437469113
PHACTR4,11.0119519,10.98024243,10.89552561,10.86501168,11.0245261,10.90369839,11.00741783,10.79325459,10.94793806,11.01749474,10.88862157,10.88756704,10.7372898,10.94105321,11.00829949,10.89558133,10.97673362,11.04292685,10.89346911,10.91604582,11.10306194,10.92148347,10.61886331
ZDHHC18,11.95817855,12.32795282,12.09194056,12.58569182,12.44534236,11.58239465,11.45344667,11.4003707,12.30788758,12.4117807,12.61264295,12.55164472,12.52563684,12.39378461,12.47874054,12.36126657,12.40608165,11.77038206,12.54926103,12.14813516,12.32694245,12.42906362,12.55149508
MACO1,10.47413411,10.38683128,10.5048312,10.42721739,10.33889448,10.05078943,10.18536635,10.16621203,10.49079621,10.35201752,10.35238567,10.32706969,10.30372578,10.42305088,10.3860255,10.50481241,10.3457285,10.07262357,10.30668527,10.52660402,10.38255079,10.56013246,10.20418577
ZBTB48,9.213636365,9.008938,9.257158758,9.24847778,9.675084961,10.22735745,10.05904751,9.917470607,9.426038256,9.688267738,9.155571702,9.182688059,9.090083381,9.722098229,9.598939584,9.283022698,9.666116268,9.686769441,9.321044613,9.40151389,9.610716802,9.388594348,8.91446151
DENND1B,11.71715729,11.69108287,11.48057428,10.55929853,9.560194643,9.121890623,9.742993787,9.786787684,9.82038539,9.533635091,10.34741168,10.70407092,10.67053707,9.75149562,9.338824707,9.751665465,9.472182894,9.368298735,10.63895563,10.15804841,9.557470603,9.596893515,10.99782749
SFT2D2,11.95249214,11.65673729,11.89609468,11.41395861,10.9796102,11.22784863,11.44387346,11.53061563,11.10646807,10.74264608,11.17859632,11.30435554,11.18891935,10.74144421,11.01524253,11.14226259,11.14189183,11.01940146,11.37203353,11.28650214,11.15177819,11.10677961,11.28335051
CFAP45,5.837782118,5.981924509,5.822375371,5.828353678,6.213993299,5.476358318,5.892061767,5.550398956,5.882379198,5.826180523,5.795987276,5.748023417,6.0633461,6.02448577,6.227456265,6.073559173,5.725869545,5.755599161,5.840794358,5.968567677,5.876724497,5.959418472,6.083454188
MLLT11,8.412244733,8.184030428,8.139372272,8.134220753,8.260519426,9.6220361,9.898634947,9.406412485,8.100137065,8.496549872,8.070570945,8.029510208,7.91866707,7.834998856,8.233580595,7.824942809,8.433302695,8.020704241,8.131988373,7.959389436,8.255634447,7.756043491,7.813426895
NRAS,12.4466856,12.5029952,12.41097044,12.64295391,12.02314327,10.49265221,10.77482289,10.77123247,12.30718291,12.11405479,12.58565141,12.79104247,12.6303325,12.3065223,12.07655138,12.30686861,12.0591915,11.78742162,12.61143949,12.50254614,12.13994429,12.25333863,12.73799704
RBMXL1,10.70509763,10.64246676,10.72578824,10.62232402,10.34315598,9.589754774,9.879326155,9.938904961,10.62200682,10.23571323,10.59244016,10.75963041,10.72941636,10.52492646,10.35215224,10.63032918,10.39094244,9.625760258,10.59255854,10.66097513,10.48930402,10.64040685,10.58096075
LEPROT,9.834237683,10.24218019,10.0004582,10.23484409,9.386642503,10.61766915,10.53108445,10.61926007,9.615548729,9.456620856,10.03732814,10.35451111,10.35185834,9.703833744,9.549577589,9.659210102,9.593189627,10.98960839,10.23994237,9.832434275,9.593185519,9.747620582,10.31758604
MYCBP,9.595668888,9.717478865,9.521695984,9.92574959,9.381126822,8.859155901,8.678867657,9.263253911,9.548757704,9.269748,9.957315892,10.00518482,10.20323241,9.33666916,9.333279323,9.764942186,9.337012428,8.767725503,9.991664759,9.63507858,9.491408295,9.647577836,10.4027201
SH3D21,6.955939442,6.893376445,7.673327684,6.956518531,7.342987004,7.456453154,7.518515687,6.897702016,7.507500379,7.584639479,6.911115216,6.89771819,6.895343887,7.266398068,7.235508346,7.358659765,7.277176199,10.18433424,7.001783738,7.790950582,7.426896473,7.368296981,6.502791602
TMEM167B,10.80314105,10.89223815,10.9482222,10.81302956,10.35727075,10.62278322,10.57698226,10.80497487,10.66224009,10.28458964,10.66699814,10.85480959,10.76303078,10.5362315,10.3617172,10.76763015,10.40570425,10.24589793,10.70251114,10.68320515,10.4355099,10.65038278,10.86258033
TNFRSF25,12.58827398,12.41942156,12.61977045,12.87350633,13.19819273,13.641029,13.65680359,13.64064349,12.57820412,12.8993146,12.54560515,12.4637881,12.4652894,12.91887984,13.02967863,12.85481875,12.97624617,11.83627381,12.85010315,12.9091209,12.95266935,12.96618887,12.62374766
SLC35E2A,6.394889356,6.571920031,6.98060137,6.635874237,6.76440205,8.237802483,8.706099673,9.165334003,7.405847015,6.900090077,6.690054781,6.212526285,6.565972628,7.133767314,6.604173104,7.166230248,6.811267679,6.760780817,6.367118019,7.494472236,6.745809676,7.41585782,6.224442498
TSTD1,7.863233808,7.993234382,7.814032234,8.20315651,8.07483193,9.729058052,9.302442092,9.542651748,7.949325419,8.367201371,8.154979559,8.329497631,8.359497701,8.227908852,8.251331693,8.136473705,8.362430416,8.175994771,8.26082013,8.017807248,8.163609578,8.282728215,8.372248674
PDZK1P1,6.364760785,6.174123092,6.041766178,5.828353678,5.94163364,6.032143117,6.47038547,5.914192723,5.799293713,5.845262722,5.595789518,5.959990941,5.676670682,6.16705164,5.534854602,5.835440791,6.060344534,5.896280251,5.543436389,5.968567677,6.091729404,5.959418472,5.903407685
CYB5RL,7.673488433,7.789412086,7.544588712,8.091220698,8.128488382,9.003374566,9.152132023,8.753172125,7.996713153,8.289217546,8.108696817,7.957283743,8.017472492,7.957784769,7.944502343,7.810381073,7.790497863,8.357337366,8.101726721,7.565820824,8.094087301,7.86286267,7.970406556
CROCCP2,9.84382582,9.468460377,9.33448263,9.731740382,10.42718341,11.29064991,11.52878155,10.46423224,9.542384462,10.52544968,9.600606641,9.499886097,9.463096887,9.581851815,10.38065894,9.477594613,10.48985242,9.77749789,9.954047247,9.657708093,10.43691459,9.494286196,9.249894943
TTC34,6.220808054,5.885311399,6.066985041,5.828353678,6.814369572,6.372912042,7.678304066,6.820620154,6.45738719,6.796052165,6.252808923,6.179045246,6.016334728,6.415814486,6.693449943,6.277888415,6.71972461,7.531330216,6.147709039,6.417449238,6.884044368,6.300814948,6.018541057
MORF4L1P1,7.709895822,7.872411429,7.900747129,7.86314413,8.101909589,7.854446557,7.725646101,7.950969763,8.019835823,8.119336954,7.835031682,7.932381738,8.135833222,8.264621563,8.102803085,8.076886746,7.781471091,8.090708883,7.979460967,7.87059941,7.920200074,8.073260184,8.091074083
LINC00339,7.967155265,7.096923496,7.489694401,7.04930697,8.019102558,8.359208212,8.933380177,8.398309408,7.577742468,7.917763109,7.497009444,7.160439643,7.467049731,7.537866879,8.291920789,7.32831821,7.826050545,8.397350738,7.306002799,7.466779789,7.820409419,7.55830188,7.112925813
NBPF1,6.4244016,6.94222323,7.167083246,7.518287471,6.969436402,8.725294403,8.927607492,8.749710962,7.552593804,6.99712753,7.36147419,7.345362832,7.600537179,7.093520127,6.841422524,7.589391158,7.040423342,9.554998325,7.424841598,7.457429578,7.415541615,7.387509872,7.102523082
RPL21P28,7.072370999,6.358173282,7.058109751,6.635874237,7.224789495,7.324570561,7.431454285,8.463146147,7.110826324,7.330776459,6.889377827,6.523880117,6.869123644,7.646178117,7.211527676,7.407852672,7.009832301,6.912075181,6.712412174,7.07270252,7.333452235,7.41585782,7.377367922
CCNL2,12.17525666,12.02962146,12.02152639,11.97686427,12.24280596,13.45767982,13.59770923,13.2925606,11.85119546,12.22953009,11.96473442,11.87612729,11.74464914,12.00910138,12.26017965,11.91095527,12.23272617,11.715254,12.12297142,12.07244732,12.13346134,11.89480068,11.57946892
BTBD19,9.556220264,8.799552092,9.618689841,8.891321838,10.10797104,9.017034155,9.32896152,8.891516399,9.705289117,9.959622276,8.673546322,8.727090393,8.381306636,9.713824844,9.852575612,9.764942186,10.1439394,9.442845221,9.428576633,10.34331627,9.993307806,9.507518353,8.167917377
RPS10P7,6.379903716,6.469001486,6.400326894,6.553789645,6.000374325,7.193224959,7.12340297,7.160058733,6.536477736,6.442152593,6.200809339,6.308545612,6.108873847,6.415814486,5.815011585,6.360172125,6.118849054,6.63254533,6.527482431,6.581367757,6.253524034,6.508122024,6.12516181
CCDC18-AS1,9.128782119,8.75922732,8.404676948,8.708977517,8.907944433,10.99379022,11.32374782,10.6409081,8.294694465,8.730063479,8.591783481,8.835828611,8.482784985,8.199747922,9.062067464,8.35289114,8.94673844,9.204294829,8.805584022,8.667463278,9.030172778,8.235795578,7.935666851
CPTP,8.901065196,9.213801828,9.073371399,9.408832356,9.301607723,9.674693696,9.464705068,9.582108548,9.310773303,9.321767541,9.454673884,9.128904601,9.120040383,9.399919174,9.319321886,9.256411318,9.211572322,9.635830578,9.296761979,9.107827314,9.151492454,9.347487862,9.194647843
LAMTOR5-AS1,6.286566125,5.92473633,6.360086217,6.023951942,6.584116152,6.726464449,6.882095116,7.170450975,6.739549418,6.351634526,6.16507166,6.055335948,6.181699359,6.655834409,5.965977503,6.493759275,6.255503435,6.491789827,6.107663127,6.632114512,6.531123403,6.398751129,6.104458707
MRPL20-AS1,8.906304025,8.997427471,9.184124659,8.861776473,9.251099015,9.308012634,9.205586074,9.211354935,9.268923993,9.363728749,9.017098022,8.924368282,8.893803862,9.345264436,9.168665681,9.319472765,9.221618422,8.785927181,9.012220794,9.197609362,9.144631538,9.266782198,9.028752519
FTH1P22,6.914942853,6.358173282,6.811849429,6.374123529,6.46403378,6.360720083,6.354693182,6.793983021,6.907649244,6.607748651,6.651832548,6.589063558,6.565972628,6.669588451,6.469107817,6.90354108,6.427381251,6.142164775,6.764853005,7.167497839,6.652163965,6.904685136,6.352871322
C2CD4D,8.064091342,8.228032032,8.127434635,8.605821087,8.816911357,6.827373061,6.621058099,7.062997913,8.350479732,8.871737144,8.468923729,8.286912209,8.525381502,8.852010892,8.469244637,8.558571303,8.642191852,7.621930424,8.553183434,8.401015138,8.553734638,8.298039168,8.44815665
MTND2P28,11.75249243,11.20103107,11.93813213,11.36063789,11.48416868,10.91884999,11.63842341,12.03410571,11.9814596,11.01064383,11.35449963,11.46361015,11.35793283,11.41623872,11.51694731,11.95008988,11.60412827,11.2882388,11.38517984,12.03992836,11.7490755,12.07558611,11.03385892
FAM229A,6.761520611,6.508461273,6.670921952,6.924213767,7.261276484,9.212873045,9.409861334,8.959012596,6.956402436,7.317172615,6.677426218,6.651428825,6.521772902,7.18254702,7.34977378,6.665401854,7.055479008,7.355618652,6.911625059,7.212657652,7.098041359,6.626050953,6.51852701
RUSC1-AS1,7.780065086,7.583116375,7.571271964,7.321495352,7.771786541,8.27075494,8.394952058,8.072312862,7.626761666,7.740553488,7.634029099,7.515973506,7.461210516,7.436933859,7.72492472,7.427069588,7.744788377,7.442327687,7.934382724,7.82042507,7.5771387,6.982559573,7.102523082
LINC00623,8.285297358,8.235890112,8.645527894,8.098476966,7.908426845,9.412109723,9.372105231,9.661613507,8.397141368,8.079601946,8.075392145,7.907042346,7.89287096,8.668980482,8.331399123,8.426351465,8.255666241,7.700794211,8.044542597,8.679576811,8.190506784,8.523198166,7.80703435
AP4B1-AS1,6.665920935,6.521378291,6.209687529,5.89654231,6.46403378,6.818485696,6.808620361,6.446030643,6.035441928,6.255054868,6.146865276,6.228979875,6.108873847,6.186315093,6.227456265,6.144932997,6.51712247,6.368378391,6.243215106,6.210396092,6.375741648,6.009881869,5.879235948
SLC16A1-AS1,9.092472892,8.859273924,8.880595829,8.71371045,9.004376105,8.365323538,8.582968879,8.302345355,8.814409417,8.841170512,8.561176409,8.872946472,8.499974806,8.939758994,9.082044011,8.952599119,9.128581134,8.413050436,9.049691719,9.002473271,9.052336956,8.869089762,8.547368008
WASH7P,6.976008989,6.790422606,6.439475567,6.694511174,7.174658809,7.550696893,7.745469442,7.029136885,6.359277305,6.945008615,6.974428758,6.855953287,6.576814173,6.278953362,7.07199674,6.456836802,7.142655583,6.809045058,6.911625059,6.417449238,7.259169658,6.472578404,6.534092647
TP73-AS1,9.253234938,9.161127215,9.218292672,9.493834549,9.854960886,9.964797956,10.20220029,9.938904961,9.555102915,9.686946107,9.48759937,9.2487286,9.307448311,9.590915233,9.720744581,9.489069223,9.62128713,9.323311575,9.383169701,9.502707094,9.572885383,9.529305775,9.10629463
EEF1A1P11,6.74991139,6.608697289,6.439475567,5.961653105,6.74735409,6.597328535,6.501805175,6.934751626,6.705727673,6.776302887,6.052218874,6.35426055,6.608858393,6.965568833,6.604173104,6.970561079,6.661874249,6.659120508,6.297624263,6.358392376,6.375741648,6.704749118,6.852345871
FNDC10,6.5231848,6.713717813,6.496276063,7.064207677,7.027078989,8.022520036,7.859008802,7.399742857,7.093493625,7.289573943,7.408081785,6.987490224,7.09708589,6.954375801,6.902611753,7.083869585,7.025208901,8.602971962,7.270169889,6.528770743,7.140041677,7.171753774,7.173814552
LINC01128,9.048134114,9.058520939,9.019486685,9.302886827,9.419300955,10.65059105,10.66635089,10.48102841,9.316387116,9.313226832,9.374793168,9.364953379,9.225423475,9.07767735,9.398457259,9.182007808,9.373513341,8.839193648,9.298986458,9.131537112,9.316253685,9.284826387,8.992591734
RPS13P2,6.985940029,6.873365054,6.855923693,6.553789645,6.878409814,6.896567274,6.917475303,7.149591089,7.003561836,6.756279506,6.81060924,6.948279479,6.851374942,7.07296751,6.82571094,6.983599414,6.913963423,6.491789827,6.671791482,6.774450419,6.572608879,7.05644492,7.123254071
RUNX3-AS1,6.453322229,6.018828217,6.016098644,6.023951942,6.310004939,5.9035807,5.892061767,6.20448056,5.733680839,6.056495304,5.724128761,5.857896382,5.951170793,5.958792206,6.102632476,5.806383995,6.089893323,6.123201267,5.865018602,5.941996799,6.147701362,5.984870791,5.996237689
ACBD6,10.5337413,10.43455849,10.65270968,10.49476896,10.86672546,10.01136197,10.03374426,10.02589181,10.89889276,11.01117198,10.5755242,10.57164757,10.60981213,10.86014923,10.97663555,10.86243752,10.88384327,10.36065208,10.45868237,10.65075622,10.85035229,10.93215385,10.45680733
ECE1-AS1,6.807045286,6.70241933,6.912670036,6.16885751,6.484754494,7.144275302,6.996803566,7.085138321,6.31509801,6.442152593,5.886549125,5.979570683,6.15300875,6.585025788,6.364252728,6.399618536,6.559983035,5.982982107,6.066473862,6.165164893,6.531123403,6.195743334,5.854652334
WARS2-AS1,7.884625594,7.513708988,8.127434635,7.550391213,7.885235116,7.649219509,7.877092748,7.798514057,7.929925735,7.829483762,7.728877429,7.82282931,7.568305278,7.816572771,7.741766629,7.773320427,7.968076829,7.594654497,7.764496951,8.024154475,8.072560103,7.968707757,7.563326418
PDE4DIPP6,8.285297358,7.589263649,8.20331997,7.632664551,7.923683436,8.826282771,9.21272419,9.377549801,8.024416216,8.087636981,7.423288952,7.27579661,7.274047044,7.865195482,8.042910591,8.124751575,8.374486887,7.465098344,7.579242329,8.527035482,8.527603402,7.63264915,6.801801902
EMBP1,6.536760336,7.371147636,6.439475567,7.178177307,5.911341414,8.637063134,7.249071366,7.620462824,6.470873722,5.747223101,7.176411486,7.062852553,7.267370071,6.127735514,6.178814869,6.0977449,6.202384615,6.160882256,7.012667498,6.232490808,6.201582719,6.340790671,7.102523082
