gene,I0774,I0785,I0861,I0803,I0885,I0740,I0846,I0851,I0761,I0787,I0838,I0734,I0745,I0769,I0847,I0848,I0883,I0766,I0828,I0884,I0843,I0863,I0875
LRRC8C-DT,7.335760138,6.853072182,7.498989731,6.857349668,7.249216395,7.634103676,7.664487441,7.468733058,7.644722812,7.996689938,7.220604117,6.845320375,7.163319814,7.991029065,7.56378627,7.895625179,7.772387483,6.997862001,7.224089744,7.768442693,7.722444747,7.575157757,6.889124695
LINC01137,6.286566125,6.644560295,6.140099909,6.249292801,6.694967133,7.501570885,7.671412293,7.597541138,6.561906236,6.479272492,6.651832548,6.48330791,6.629832508,6.613767597,6.52854762,6.511872107,6.559983035,7.12722484,6.671791482,6.49260964,6.119986798,6.36037069,6.609497183
UQCRHL,7.312272077,7.371147636,6.091770649,7.283799106,7.54394054,7.172449562,6.940589084,5.938717899,6.222461236,7.819869035,7.37717795,7.475174814,7.551915204,6.57043727,7.61038176,5.863923931,7.458013258,7.60835692,7.147156137,5.859215533,7.140041677,6.280403893,7.906064089
LIX1L-AS1,6.536760336,6.253682475,6.687277801,6.39784401,6.400023899,6.500634418,6.75747239,6.710987211,6.31509801,6.491436548,6.090825647,6.292979635,5.967739773,6.278953362,6.274511084,5.998469837,6.450345282,6.084509693,6.542580467,6.417449238,6.444392532,5.959418472,6.24350437
PTGES3P1,9.634067488,9.691998597,9.599373674,9.361363257,9.124777788,8.148428085,8.193215234,8.15836533,9.268923993,8.826841399,9.456522925,9.536700884,9.394282182,9.038463576,9.453168239,9.339895225,9.312155125,8.171386643,9.366297222,9.408808898,9.361336372,9.327730745,9.31441624
C2CD4D-AS1,8.99010621,9.082687683,8.966864523,9.510250109,9.445962717,7.349463379,7.071996326,7.708672575,9.470355181,9.224918013,9.38841756,9.376077027,9.611506291,9.355937016,9.270830419,9.329720132,9.270825641,8.489084103,9.538093937,9.297931907,9.422175159,9.320251508,9.330105565
GAS5,13.30936261,12.78609798,13.0881527,12.56292216,12.91132483,12.55726785,12.4281584,12.7639656,12.79257809,12.8445052,12.55685304,12.6734886,12.59076605,12.97724518,12.89029503,13.01876526,12.92900081,11.93404773,12.63562344,13.00830222,12.89097583,12.94608181,12.45308885
SNRPGP10,8.260966038,7.965146254,7.949023811,7.854598397,8.148105992,6.420674985,6.228908381,6.897702016,8.078275784,7.913249071,7.928588674,7.844347879,8.340538286,8.111808687,8.096269834,8.089002652,8.007320356,7.531330216,7.790025845,7.834939534,8.013532568,8.187284683,8.558827608
KIAA0040,12.59132654,12.93305501,12.58582126,11.28394749,10.66816569,11.00362515,10.34438715,10.80913772,10.92546167,10.65276017,11.36782493,11.47916878,11.52608599,10.94105321,10.8079687,10.95966856,10.73865672,10.46318182,11.36727138,10.82990468,10.6149979,10.92969845,11.67427148
ASH1L-AS1,6.640997338,6.62075095,6.550924761,6.510926867,6.73010227,6.978639326,6.592156192,7.062997913,6.536477736,6.351634526,6.502325587,6.369182535,6.598255871,6.599468265,6.38584227,6.582131627,6.404045779,6.400234963,6.49680393,6.697114221,6.612934709,6.259699924,6.549492136
KDM4A-AS1,6.30254778,6.107157631,6.186862567,6.023951942,6.46403378,5.969293437,6.027756943,6.321006252,6.106285378,6.297240195,6.146865276,6.017950602,6.000317587,6.49519633,6.547828868,6.190626462,5.967883717,6.2683574,6.107663127,6.254252254,6.55201525,6.320941263,6.165697527
FOXD2-AS1,6.134157689,6.596542074,6.297539101,6.444146096,6.64060603,7.942975379,7.381654427,7.574249384,6.549248008,6.725713523,6.638863414,6.277243881,6.251024817,6.800364939,6.342335198,6.493759275,6.202384615,6.889807041,6.527482431,6.49260964,6.592912684,6.836416322,6.352871322
LINC01409,6.995803175,6.299393922,6.766386174,6.16885751,7.135883502,6.735935231,7.636450779,7.518393436,7.040209962,7.232740373,6.183051152,6.576260346,6.22369306,7.041578953,6.82571094,6.944125496,7.224863278,6.723492597,6.297624263,7.340228457,7.259169658,6.719986416,6.280888805
MTCO1P12,9.240847147,8.804844563,9.15501985,8.737144977,9.37281356,9.889356785,9.892721257,9.925162342,9.164896844,8.778022974,8.838609048,8.535347462,8.898132581,8.75212876,9.299551803,9.061135574,9.305873299,9.959571916,8.905316937,8.923183528,9.319303425,9.186786954,8.607460194
TNFRSF14-AS1,6.893999253,6.903279005,7.190221063,7.440478037,7.968508421,8.582987595,8.352496298,8.15836533,7.77001946,7.693944452,7.627478542,7.568636795,7.437614412,7.52279096,7.699287373,7.572231395,7.790497863,8.92655802,7.77092165,7.8635376,7.426896473,7.309073705,7.203321606
TFAP2E-AS1,6.134157689,6.018828217,6.209687529,5.828353678,6.378040229,7.010204003,6.64939237,6.576790802,5.688220318,6.255054868,6.090825647,6.308545612,5.847550337,6.399400199,6.274511084,5.806383995,6.030177885,5.940282367,5.816156431,5.677878123,6.033498047,5.85286638,6.352871322
AMY2B,8.040461071,7.607549854,7.665093424,7.652520136,7.829625688,10.04794075,10.50224566,9.876798822,7.440533424,7.862639496,7.653504184,7.686507823,7.326378715,7.387855777,7.869859897,7.528417221,8.007320356,8.365429315,7.758043513,7.884620169,7.912142813,7.443659471,6.982850526
GPR199P,6.653512956,6.913114059,6.620711539,6.940456567,6.421677613,9.353328622,9.515617325,9.18340588,6.523593418,6.562342744,6.690054781,6.823816527,6.619383565,6.382797012,6.777522716,6.511872107,6.880537208,7.136711474,6.911625059,6.546516993,6.592912684,6.658047179,6.486882678
ACTG1P20,6.169444752,6.124192639,6.400326894,5.828353678,6.188957732,6.107040481,5.819107359,5.811697526,6.053481572,6.41686456,5.864435989,5.526335094,5.900290625,6.655834409,6.178814869,6.167960618,6.450345282,5.873765494,5.573148224,6.070212371,6.062907492,6.173778524,6.040504883
ELOCP19,6.467568008,5.92473633,6.339537002,5.756781743,6.310004939,6.272363561,6.592156192,6.446030643,6.123465743,6.023368344,5.674154469,6.228979875,5.865345508,6.107668238,6.227456265,6.277888415,5.763029205,6.491789827,5.958042268,6.232490808,6.531123403,6.173778524,5.903407685
SNHG3,13.04612478,12.49605934,12.82032579,12.40545606,13.02665255,9.969823619,9.818239945,9.820172381,12.62173966,12.92546748,12.53010445,12.58218366,12.40154496,12.79905326,12.97597511,12.79320753,12.94828668,11.80500621,12.64941865,12.89490448,12.98279463,12.7549742,12.22244995
MRPL20,11.48521729,11.43746285,11.46997789,11.33552468,11.61327939,10.19596247,10.01344973,10.22347825,11.65322155,11.78399688,11.4793387,11.40779432,11.58298455,11.78340283,11.70098121,11.71282454,11.6047681,10.9797587,11.46461279,11.4236579,11.65504437,11.66020074,11.8380281
EFNA4,6.784462507,6.961308088,6.912670036,6.732318969,6.76440205,7.00237734,6.929078481,7.074110589,6.975451578,6.953826905,6.921862312,6.601754148,6.824335644,6.998636139,6.566855827,6.804153494,6.681416583,6.736029392,6.840104677,6.598482442,6.652163965,7.01997518,6.864709949
TTC4,8.227872491,8.179962928,8.51874336,7.945927665,8.15458636,6.800545018,6.858016919,6.576790802,8.196640118,8.00095068,7.991156573,7.957283743,7.981208798,8.260083241,8.16030798,8.28605211,8.075375911,7.594654497,8.131988373,8.024154475,8.330094845,8.267253026,8.053763345
DDOST,12.94092874,12.82893948,13.02581215,12.88823503,13.18123386,12.06835299,11.77167037,11.97567614,13.17264559,13.14336791,12.91471163,12.78861637,12.80228758,13.1894704,13.17102801,13.1888409,13.12013389,13.11897466,12.91045203,13.00248755,13.10025761,13.22988269,12.81786443
CDK11B,11.12860766,11.10883086,11.11241399,10.91621275,11.2873946,10.98289379,10.83850458,10.70843312,11.1193711,11.40357724,10.9587911,10.95526467,10.7689518,11.19752911,11.2650385,11.12029386,11.17328778,10.68307074,11.00735706,11.0197397,11.14319864,11.14890652,10.76865816
MTATP6P1,13.61633963,13.10955764,13.58681519,13.36516457,13.99854668,13.46089597,13.65483952,13.73348042,14.02779064,14.07705645,13.439551,13.50488654,13.46012306,13.9989085,14.09909253,13.89579165,13.97199688,14.25302776,13.40672075,13.8288212,13.91441418,14.10575871,13.15543818
FPGT,7.623470435,7.487618466,7.332196543,7.729317649,6.584116152,7.736732323,7.691989624,8.254302992,6.659362148,6.429563982,7.685389598,7.773205922,7.600537179,6.954375801,6.710661009,7.11974423,6.757041711,7.628669585,7.549655892,7.047997446,6.572608879,6.793848571,7.844971523
ZBED6,8.448607573,8.216164071,8.237041594,8.32569952,8.64347145,8.337598101,9.200807634,8.830569712,8.760518148,8.706777079,8.401415152,8.400217276,8.689209109,8.478970124,8.562251745,8.431118342,8.72926621,8.030915289,8.012368738,8.396129537,8.800662346,8.328182058,8.221776695
H2BC20P,6.74991139,6.779711317,6.38034685,6.840137967,6.584116152,9.040153844,8.975954395,9.141761054,6.561906236,6.51546124,6.856145031,6.812943203,6.565972628,6.861560725,6.658399324,6.889755211,6.642063566,7.347471352,6.738870846,6.598482442,6.727560506,6.735064466,6.667105865
IKBKE,8.914126771,9.918834254,9.768408612,9.254986376,8.477644504,10.67725867,10.44782907,10.56318186,9.048290657,8.807511806,9.306723198,9.184798246,9.221974399,9.105771489,8.706495519,8.898552961,8.696025572,9.650805473,9.340612648,8.943418228,8.156806186,8.759064545,9.003814973
NBPF11,8.445012256,8.142829969,7.96922932,8.350223139,8.728458891,9.818693154,10.42854326,9.421718023,8.082674622,8.853003674,8.230405074,8.185180602,8.224681918,7.957784769,8.667363131,7.909355402,8.766340725,8.37748277,8.340730239,8.202642185,8.648928611,7.664501188,7.941515204
OTUD7B,10.79539699,10.42599743,10.86978163,10.40397855,10.61276495,8.846096396,8.939129855,9.068639143,10.79080045,10.76411232,10.33941745,10.15907563,10.29143748,10.87060688,10.64518828,10.74100351,10.69245143,9.70122742,10.4426751,10.76127125,10.79007677,10.85919367,10.21629728
RBM8A,13.0138778,12.84732996,12.96023508,12.95096165,13.00036075,11.25032727,11.37449068,11.59953184,12.96703707,12.96784752,12.93225833,12.9061443,12.91644764,13.01291802,13.00438584,13.03372958,12.91977462,12.11020954,12.87622346,12.94761312,12.97217687,13.1043243,12.94557647
RNF115,11.32329853,11.09701506,11.42252852,10.88087935,11.06378849,10.8365049,10.96718304,10.9241465,11.27402267,11.06811898,10.99168013,11.05091441,10.95288686,11.25567755,11.12763133,11.24329217,11.16376685,10.89215484,11.04693957,11.38657475,11.16455261,11.21895465,10.86489026
SEC22B,11.27095387,11.10347204,11.15346164,11.072693,11.13269638,10.8696864,10.84923192,10.83304819,11.24144242,11.11161909,11.10151892,11.13843914,11.16397224,11.11699902,11.17412755,11.12912153,11.13747674,11.47137039,11.08223976,11.15241322,11.15604891,11.18435568,11.2879484
TXNIP,12.5145068,12.47338856,12.59180675,11.81230131,11.78286943,14.0076745,13.77925229,14.24269959,12.17592655,11.82992514,11.85476131,11.88101593,11.93809889,11.9230829,11.9906519,12.00627178,11.99962314,12.3188828,11.67534739,11.92124343,11.92904527,12.22991282,12.09574995
SRGAP2,10.22335454,10.14745656,9.977366833,9.075418472,9.254119572,10.3017848,10.3573278,9.733464643,8.923878086,9.105352386,8.981583099,9.043109575,9.061422258,8.719442229,9.202517167,8.820770352,9.224951637,10.89565131,9.166376783,9.015274683,9.130811039,8.977668328,8.7935683
RASSF5,13.36535771,13.30266729,13.15233571,13.43901172,13.68198726,13.28748458,13.21234843,13.25429668,13.42884048,13.73629447,13.47144849,13.44265123,13.37524009,13.45780577,13.68637874,13.42640376,13.57781557,12.79182368,13.49450168,13.36307864,13.61579087,13.38206571,13.18778213
NBPF15,9.321491463,9.01351662,8.632917082,9.429118842,9.684071988,11.4666393,12.06118904,11.27595931,8.990939709,9.599739547,9.198189091,9.294394786,9.254412399,8.82153405,9.743918417,8.750044987,9.850053033,9.054689837,9.344925291,9.005684289,9.781870629,8.766421843,8.989772228
MRPS21,10.76471948,10.68039261,10.69072603,10.61854344,10.85682445,10.70525142,10.40068587,10.78397853,10.70780332,10.94139245,10.63061025,10.6996504,10.84210807,10.91241873,10.89052396,10.83482359,10.79131884,10.41818597,10.73244616,10.66504251,10.64690758,10.85143111,10.99642354
NBPF12,9.689814568,9.223714733,9.006509991,9.309155054,9.973323856,10.41665916,11.3220986,10.32813488,9.213842974,9.903831028,9.127992012,9.075314892,9.107010668,8.91687638,9.819243015,9.079469337,10.09012294,9.476855866,9.17609105,9.33924345,10.16247831,8.996561048,8.570196899
NBPF9,9.255289268,8.675030284,8.840939684,8.870279928,9.645484365,9.659843761,10.21529053,9.417361556,9.086026473,9.676329239,8.861119088,8.786657946,8.769370066,8.989955252,9.559111006,8.965800124,9.638886583,9.031992642,8.984847181,9.031118348,9.690610561,8.996561048,8.500597065
GAS5-AS1,6.872747134,6.482275028,6.603578757,6.054120782,6.028871507,5.969293437,6.006008953,6.05545471,5.979928816,6.585224319,6.335515118,6.339182615,6.195833507,6.260895469,5.646383139,6.697409256,6.601606946,6.368378391,6.35005587,6.417449238,6.671385703,5.824951735,6.370319463
NBPF8,9.399724036,8.610004844,8.678627555,8.595600791,9.555305187,9.41653368,10.81836824,9.41080209,8.879060375,9.572801691,8.540404894,8.694878283,8.585665854,8.72274441,9.657803373,8.765225394,9.688019063,9.031992642,8.718522914,8.802828881,9.572885383,8.781024827,8.43991699
NBPF14,8.105674309,8.341632542,7.975902089,8.061825057,8.141596383,8.482482621,8.739432389,7.998406865,7.925034778,8.154186166,7.912513328,8.043531514,8.0911607,7.888905816,8.209567518,7.902506624,8.161393641,9.598557268,8.106814616,7.992135351,8.043348201,7.92335292,7.993110161
NBPF19,9.484478084,9.679087694,9.487081069,9.563657649,9.289881424,11.05229248,11.52113517,10.9665078,9.305137561,9.199191066,9.308771784,9.506649949,9.460172216,9.069919401,9.395799498,9.277739546,9.406180148,9.849937855,9.595325294,9.399074,9.466865365,9.274543073,9.172440096
NBPF10,7.418752239,7.156096947,6.98060137,7.231954574,7.109441945,7.286406998,7.790691365,7.139046941,6.694275237,6.918225658,7.140056088,6.99712863,6.995704439,6.762361444,7.07199674,6.599174606,7.264274724,7.858174502,7.251914065,6.528770743,7.140041677,6.764755895,6.889124695
LIX1L,10.66856733,10.89905886,10.75032102,11.31074774,10.76133698,11.4093421,11.54725157,11.76210374,11.01679178,10.76411232,11.27866439,11.24593045,11.19816441,10.85639591,10.90741618,10.96131721,10.90581648,10.42110036,11.35876632,11.13051835,10.89293864,10.97326867,11.03248961
ANKRD34A,7.411401714,7.236630184,7.373212033,6.940456567,7.67593516,7.373933965,7.390074697,7.390882408,7.405847015,7.584639479,7.467971708,7.488902974,7.370661767,7.574881516,7.831038682,7.358659765,7.491611485,7.048998739,7.332305252,7.39022426,7.731630653,7.785310773,7.342430886
NFYC-AS1,6.615635594,6.190389824,6.496276063,6.16885751,6.11113386,6.707334305,6.796002361,6.897702016,6.300065742,6.072777848,6.23568313,6.323945435,6.35545074,6.432044123,6.0763174,6.418944531,6.175073337,6.335802491,5.888842827,6.564047606,6.253524034,5.85286638,5.950569165
LINC01145,7.565046204,7.545672308,7.614675811,6.940456567,7.237054642,9.295257045,9.361439657,9.248615158,7.341229136,7.247160036,7.158348301,7.177494761,6.94639667,7.404401338,7.305147635,7.211265061,7.400216684,7.347471352,7.36664548,7.503586175,7.083765071,7.160628875,6.982850526
MRPL20-DT,6.862002514,6.932585284,6.766386174,6.67522912,6.893985361,6.862384957,6.690876952,6.622923866,6.946782708,6.651769022,7.054743658,6.834608516,6.877916779,6.954375801,6.932259908,6.889755211,7.009832301,6.591741544,6.751920414,6.564047606,6.781629771,7.007610814,6.889124695
GTF2IP20,7.558406131,7.070801112,7.461443577,6.787235442,7.72029487,8.137750111,8.874586792,8.30706276,7.474405423,7.709648703,6.943119274,6.768611402,6.778112565,7.420759296,7.424694588,7.455423376,7.545926155,7.744882729,7.375104323,7.737875301,7.731630653,7.506519401,6.609497183
NBPF26,8.754815256,8.700809321,8.698935727,8.472548383,8.926996444,8.993537923,9.697923405,8.937877102,8.729996808,8.990056808,8.318442465,8.471094046,8.52258053,8.630820152,8.777635611,8.532191882,8.950770297,8.736869569,8.366412722,8.596829725,9.088536958,8.514485728,8.182806813
LINC01138,7.884625594,7.589263649,8.066218231,7.382212939,7.89300719,8.995510625,8.868573496,8.872546774,8.073863493,7.770810108,7.36147419,7.345362832,7.407565996,7.929483754,7.815212898,7.853632632,8.126174041,7.516872553,7.629602039,8.331063625,8.028517407,7.792535755,7.203321606
PDE4DIPP2,8.348243419,8.509861876,8.702963281,8.008895869,7.975845695,11.05465963,11.07295036,11.63091334,8.343165154,8.199379761,7.829334733,7.957283743,7.879797851,8.365246734,8.17278144,8.106987839,8.195773898,8.1481226,7.764496951,8.30001398,8.203769646,8.159612252,7.707583055
LINC00869,7.476245921,7.805342551,7.975902089,7.622633334,7.398642186,10.31369269,9.786698702,10.39944536,7.691553913,7.143058013,7.600974771,7.461314767,7.490173083,7.853192569,7.28230601,7.696214648,7.238120413,6.685215006,7.542163497,7.760861347,7.140041677,7.656603863,7.651599156
LINC00624,6.945798993,6.863254297,6.687277801,6.891169044,6.355716394,6.232774683,6.501805175,5.784894187,6.470873722,6.297240195,6.974428758,7.035050958,6.587574855,6.02448577,6.049513419,6.360172125,6.281347005,6.123201267,7.127264172,6.876196726,6.70907754,6.300814948,6.762696852
WASH9P,7.733666807,7.757013524,7.68965654,7.507425484,8.01198255,8.572453658,8.48417692,8.467366727,7.759068011,8.009434598,7.620898106,7.619445213,7.425670041,7.797908301,8.102803085,7.606349217,7.983902566,7.48751518,7.928647603,7.690774459,7.936180843,7.778049426,7.555720639
CCDC163,6.74991139,6.238117713,6.276072613,6.574752766,6.984064396,6.628171487,8.685724002,6.807363063,6.574454367,7.135326628,6.530686485,6.369182535,6.317171271,6.399400199,6.932259908,6.493759275,7.114178037,6.785114755,6.279714902,6.165164893,7.207434252,6.704749118,6.549492136
SLFNL1-AS1,7.751241491,7.139436444,7.562432269,7.003658587,7.96113364,6.522688995,6.454415239,6.682225915,7.608574087,8.055224796,7.185358972,7.177494761,7.126899199,7.680547247,7.235508346,7.672255765,7.976011398,7.06895649,7.195718227,7.682772619,8.268314461,7.115251052,6.852345871
ALS2,9.527610135,9.544777901,9.544319637,9.754886191,9.781496921,9.675924318,9.815116671,9.520481548,9.780325444,9.766680305,9.697605029,9.669211894,9.635038195,9.814754693,9.628671672,9.636688327,9.723800598,9.913405035,9.748042404,9.837849157,9.720907892,9.69846621,9.512071347
CASP10,10.84398254,10.92420117,10.6672123,8.727816796,8.982687863,10.2315481,10.26420662,9.908186065,8.735594386,8.747918789,8.855524419,9.029084134,9.082495916,8.761792033,9.078733736,8.726970611,9.025309447,9.7850586,8.990363612,8.839281341,8.783098033,8.717914736,9.277900987
CFLAR,14.82394188,14.8666929,14.98426633,14.08035855,14.22363621,13.02472849,13.09621367,13.13947224,14.28829838,14.13460229,14.00032725,14.08023935,14.07984006,14.32679289,14.16992757,14.39440874,14.17466011,13.60970892,14.13755945,14.37299686,14.18759012,14.35767545,14.25872771
