ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
ATAD3A,2.961256361000002,11.361729347695652,17.382178975378018,4.401802048321083e-13,4.0678027173263384e-11,20.215285510908153
ACTG1,1.817128403333335,16.38070084521739,17.359203216040115,4.5069208779579367e-13,4.133392738527181e-11,20.19162052262679
C1QBP,2.9466912033333355,13.02292385652174,17.340237258846976,4.595678892735743e-13,4.183104411688639e-11,20.172062811025306
IRF4,5.967769998333333,15.220931888043477,17.31617630789826,4.710929029551393e-13,4.256007972518595e-11,20.147221389469436
LDHA,2.7592382833333318,14.98881621478261,17.30631147698015,4.759054164911211e-13,4.2676377570677867e-11,20.13702693876065
HSPA4,2.095020886666669,13.089040752173913,17.250908323392753,5.03909693906236e-13,4.442671610336339e-11,20.079668212262707
BCL9L,-2.723486016666671,11.122636673652174,-17.247949718930766,5.054529872990035e-13,4.442671610336339e-11,20.07660018432428
PSMB2,2.401828199999999,12.82679524347826,17.246074474569497,5.064337371769492e-13,4.442671610336339e-11,20.074655321767082
USP35,-2.075089819666669,8.500306628956523,-17.204478704446252,5.287097196452054e-13,4.604719328075437e-11,20.031462856053945
MTHFD2,4.172462346666668,13.454143194782608,17.17504550549073,5.450920688753657e-13,4.713488989860841e-11,20.000839049107118
RRP9,3.0906375650000033,11.298479166304348,17.13415060887009,5.687436887732557e-13,4.883128437084421e-11,19.958205998923
URB2,3.165985834999997,11.44737532978261,17.124136533835966,5.746979452006976e-13,4.899502341267355e-11,19.947751386815973
SLC25A53,-2.4945638846666673,7.72509057526087,-17.09960176588438,5.895642688114004e-13,4.9910944323292396e-11,19.92211244405947
TUBG1,2.2475220396666646,10.164003641782609,17.089029563819434,5.960942119061952e-13,5.011330923150277e-11,19.911053550988225
IGFBP4,2.5207388469999987,10.350147318652175,17.02390745190662,6.38027569467561e-13,5.307016807592214e-11,19.842788413386977
TPI1,2.223004873333336,13.912486573478262,17.013660488099756,6.449027344838301e-13,5.307016807592214e-11,19.832024096673035
SIGIRR,-2.902826277333334,9.08912724926087,-17.01304295269793,6.453195442581463e-13,5.307016807592214e-11,19.831375184381134
PFAS,3.442207927666667,11.957799405521738,17.0079012091617,6.488009974588203e-13,5.307016807592214e-11,19.825971312954515
DUSP5,3.562150281666664,11.744829293260869,16.98977509476836,6.612321950386195e-13,5.3706836407092224e-11,19.80690862894365
CBFA2T2,-1.8193319506666654,10.174393590565218,-16.983695812380287,6.654572493857454e-13,5.3706836407092224e-11,19.80051086922125
LINC00243,-2.923443012333334,6.38981709773913,-16.95671123561865,6.845562402744323e-13,5.470043936801573e-11,19.772086147041506
MRPL12,3.070449019333336,9.855438601521739,16.939938382762694,6.96716855473861e-13,5.470043936801573e-11,19.754396311790014
ZNF83,-2.702204664333335,9.615249360434783,-16.939797557438204,6.968199108767946e-13,5.470043936801573e-11,19.75424771652049
SLC25A33,2.4637032513333343,10.005378945652174,16.936096926695853,6.995337598522293e-13,5.470043936801573e-11,19.750342482263868
CCT7,2.5111414033333315,13.861278213043478,16.934630770940647,7.006120280202841e-13,5.470043936801573e-11,19.74879503870005
HIF1A,2.0629021266666676,13.511675077391304,16.928019940000425,7.054956021470628e-13,5.470043936801573e-11,19.741816092612698
